question,expected_answer,model_output,note
交通事故责任认定不服怎么办？,可在收到认定书三日内申请复核，也可以在民事诉讼中要求法院重新审查事故责任。,根据您提供的法条内容，关于交通事故责任认定不服的处理建议如下： ### 一、法律依据分析 1. **交警回避制度**（《道路交通安全法》第83条） 若您认为负责事故处理的交通警察存在以下情形，可申请其回避： - 是事故当事人或其近亲属； - 本人或近亲属与事故有利害关系； - 与当事人存在可能影响公正处理的其他关系。 申请回避需向公安机关交通管理部门提出，由其决定是否回避。 2. **责任认定复核程序**（需结合《道路交通事故处理程序规定》） 根据《道路交通事故处理程序规定》第71条，当事人对责任认定不服的，可在收到认定书之日起3日内向上一级公安机关交通管理部门提出书面复核申请。但您提供的法条中未直接提及复核程序，需结合其他法规适用。 3. **刑事责任与驾驶证处理**（执法依据第101条） 若事故构成犯罪或存在逃逸行为，交警部门将吊销驾驶证，且逃逸者终生不得重新取得驾驶证。此条款与责任认定不服的救济程序无直接关联。 --- ### 二、具体建议 1. **申请复核** - **时限**：自收到认定书之日起3日内。 - **材料**：需提交书面复核申请及异议理由（如证据不足、事实认定错误等）。 - **注意**：复核期间原认定书仍生效，但交警部门需重新调查核实。 2. **申请交警回避** - 若存在第83条规定的情形，可向交警部门提出回避申请，并附相关证据（如亲属关系证明、利害关系说明等）。 3. **行政复议或诉讼** - 若复核后仍不服，可自复核结论送达之日起60日内申请行政复议，或6个月内提起行政诉讼，要求撤销或变更责任认定。 4. **民事诉讼中的异议** - 在后续民事赔偿诉讼中，可向法院提交证据证明责任认定错误，法院有权重新认定责任比例。 --- ### 三、法条局限性说明 您提供的法条未完整涵盖责任认定不服的救济程序（如复核程序），建议参考《道路交通事故处理程序规定》第71-76条获取详细规定。具体操作时，建议咨询专业律师或直接联系交警部门获取书面指导。 **总结**：您可通过申请复核、回避、行政复议/诉讼或民事诉讼途径维护权益，但需注意时限和程序要求。若法条冲突或程序复杂，建议专业法律咨询。,一致性: 否 差异说明: 模型输出提供了详细的法律依据和具体建议，包括申请复核、交警回避、行政复议或诉讼以及民事诉讼中的异议。虽然这些信息是正确的并且涵盖了标准答案的内容，但模型输出的信息比标准答案更详细，并且包含了与问题不完全相关的其他内容（如交警回避制度），而标准答案仅指出可在三日内申请复核和在民事诉讼中要求法院重新审查事故责任。
公司偷税漏税如何举报？,可向税务局实名举报，并提供相关发票、账目等证据，税务机关查实后将依法处理。,根据《中华人民共和国税收征收管理法》及相关规定，举报公司偷税漏税的法律程序及建议如下： ### 一、举报途径 1. **税务机关举报** - **电话举报**：拨打当地税务机关的纳税服务热线（如12366）或直接联系主管税务机关。 - **网络举报**：通过国家税务总局或地方税务局官网的“举报中心”或“纳税服务”板块提交举报材料。 - **信函举报**：邮寄至税务机关指定的举报地址，需注明“偷税漏税举报”。 - **现场举报**：携带证据材料至税务机关办公场所当面提交。 2. **实名举报与匿名举报** - **实名举报**：需提供真实姓名、身份证件及联系方式，税务机关将依法保护举报人隐私。 - **匿名举报**：可选择不提供个人信息，但可能影响后续调查结果的反馈。 --- ### 二、需准备的材料 1. **基础信息**：被举报公司的名称、地址、法定代表人姓名及联系方式。 2. **偷税漏税线索**： - 具体违法行为（如伪造账簿、虚假申报、隐瞒收入等）； - 相关证据（合同、发票、银行流水、内部文件等复印件）； - 时间段及金额（如“2022年1月至2023年12月期间少缴增值税约50万元”）。 3. **其他佐证材料**：如知情员工证言、行业惯例对比数据等。 --- ### 三、法律后果与处理流程 1. **税务机关处理** - 根据《税收征收管理法》第六十三条，税务机关将： - 追缴不缴/少缴税款及滞纳金； - 处以不缴/少缴税款50%以上5倍以下罚款； - 若构成犯罪（如偷税数额较大且占应纳税额10%以上），移交司法机关追究刑事责任。 - 若涉及骗取税收优惠（如慈善组织），民政部门可吊销登记证书（第一百一十六条）。 2. **举报人权益** - 税务机关对举报人信息严格保密，举报材料需加盖“密件”标识。 - 若举报人因举报遭受打击报复，可向税务机关或公安机关投诉。 --- ### 四、特别提示 1. **证据真实性**：提交材料需客观真实，避免夸大或捏造事实，否则可能承担法律责任。 2. **刑事报案**：若初步判断偷税金额巨大（如超50万元）且占应纳税额10%以上，可同步向公安机关经侦部门报案。 3. **法律咨询**：建议通过律师协助整理证据，确保举报程序合法有效。 --- ### 法条依据 - 《税收征收管理法》第六十三条（偷税行为认定及处罚） - 第六十四条（编造虚假计税依据的处罚） - 第一百一十六条（骗取税收优惠的处理） 如需进一步法律支持，建议联系专业税务律师或当地税务机关获取详细指导。,一致性: 是 差异说明: 无差异
房屋漏水物业不管怎么办？,可向住建部门或街道办事处投诉，也可以联合其他业主更换物业公司或通过诉讼方式解决。,根据您提供的法条内容及问题，结合法律实务建议如下： ### 法律分析及建议： 1. **相邻权与损害赔偿** 根据《民法典》第296条，若房屋漏水系因相邻不动产（如楼上住户用水、排水不当）导致，受损方有权要求相邻权利人停止侵害、排除妨碍或赔偿损失。此时需区分漏水原因： - 若漏水因相邻业主使用不当（如水管爆裂），应由相邻业主承担责任； - 若漏水因房屋结构或公共设施老化（如楼顶防水层损坏），需进一步分析责任主体。 2. **物业责任的法律依据** 虽然您提供的法条未直接涉及物业管理，但根据《民法典》第942条及《物业管理条例》，物业对共有部分（如楼顶、外墙）负有维修养护义务。若漏水系因物业未履行维修职责（如未及时修复公共防水设施），业主可要求物业承担相应责任。 3. **具体解决路径** - **协商解决**：首先与物业书面沟通（建议留存记录），要求履行维修义务； - **业主自治**：向业主委员会反映，由业委会督促物业整改或启动维修基金； - **行政投诉**：向当地住建部门投诉物业不作为（依据《物业管理条例》第53条）； - **法律诉讼**：若协商无果，可起诉要求物业承担侵权责任或赔偿损失。 4. **法条适用性说明** 您提供的《长江保护法》第61条、65条主要规范水土保持及河道管理，与房屋漏水问题无直接关联。建议补充参考《民法典》第942条（物业责任）、第296条（相邻权）及《物业管理条例》第35条（维修义务）。 ### 风险提示： - 若漏水系因房屋质量问题（如开发商施工缺陷），需区分保修期主张权利； - 证据留存至关重要，建议拍照、录像固定漏水现状及与物业沟通记录。 综上，建议优先通过协商或行政途径解决，必要时通过法律途径主张权利。若需进一步分析漏水原因或责任划分，建议委托专业律师实地调查。,一致性: 否 差异说明: 标准答案较为简洁，直接给出了处理方法；而模型输出则提供了详细的法律分析及多种解决路径，包括相邻权与损害赔偿、物业责任的法律依据以及具体解决步骤。虽然模型输出的内容更加全面和详细，但其并未完全覆盖标准答案中提到的具体投诉部门（住建部门或街道办事处）和更换物业公司的方式。
借条过期还能要回钱吗？,借条诉讼时效为三年，超过时效后借款人可提出抗辩，但仍可通过协商或起诉主张权利，但胜诉风险较高。,根据您提供的法条内容，关于借条过期能否要回钱的问题，结合法律分析如下： ### 一、法条分析 1. **第四十二条**（担保贷款与信用贷款责任） - 若借款人到期未归还贷款，商业银行可要求保证人还款或处分担保物。但该条款未直接涉及借条时效问题，仅规定商业银行处分担保物的期限（取得后2年内）。 2. **第五百一十条**（利息支付规则） - 该条款规定利息支付的时间节点，与借条时效无直接关联。 3. **第五百一十条**（借款返还规则） - 若合同未约定还款时间，借款人可随时返还，贷款人可催告返还。但未涉及诉讼时效问题。 ### 二、法律建议 1. **诉讼时效问题** 根据《民法典》第188条（未在您提供的法条中），债权请求权的普通诉讼时效为**3年**，自权利人知道或应当知道权利受到损害之日起计算。 - 若借条约定的还款期限已过，但未超过3年诉讼时效，债权人仍可通过诉讼主张权利。 - 若超过3年，除非存在时效中断（如债权人催收、债务人同意履行等）或中止事由，否则可能丧失胜诉权。 2. **借条效力** 借条本身作为债权凭证，其效力不受“过期”影响，但债权实现依赖于诉讼时效。若未超过时效，债权人可依据借条主张还款；若超过时效，需结合具体情况判断是否可通过其他方式（如债务人自愿履行）实现债权。 ### 三、结论 - **若未超过3年诉讼时效**：借条仍有效，可通过诉讼或协商要求还款。 - **若已超过3年诉讼时效**：需证明时效中断或中止，否则可能无法通过诉讼强制执行。 **建议**：尽快通过诉讼或协商方式主张权利，并注意收集催收证据（如短信、邮件、录音等），以证明时效中断。若需进一步分析，建议提供借条具体内容及还款时间等细节。,一致性: 否 差异说明: 模型输出详细分析了多个法条，但这些法条与借条诉讼时效无关。标准答案直接指出借条的诉讼时效为三年，并解释超过时效后的法律后果和可能采取的措施。模型输出虽然提到了正确的诉讼时效期限，但是引入了不必要的、不相关的法条内容，且没有简洁明了地回答问题。
微信聊天记录能作为证据使用吗？,可以作为电子证据提交法院，但需结合其他证据综合判断其真实性与证明力。,根据中国法律，微信聊天记录可以作为证据使用，但需满足特定条件。以下是法律依据及使用建议： ### 法律依据： 1. **《中华人民共和国民事诉讼法》第六十三条**：电子数据属于法定证据类型之一，微信聊天记录作为电子数据的一种，可被采纳为证据。 2. **《最高人民法院关于民事诉讼证据的若干规定》第十四条**：明确将微信、QQ等即时通讯工具的聊天记录纳入电子数据证据范围。 3. **《关于办理刑事案件适用法律若干问题的解释》**：刑事案件中，经法定程序收集的微信聊天记录亦可作为证据。 ### 使用条件及注意事项： 1. **真实性**：需证明聊天记录未被篡改。可通过公证、第三方平台导出（如微信“证据保全”功能）或结合其他证据（如通话记录、转账凭证）佐证。 2. **完整性**：需提供完整对话记录，避免选择性截取。法院可能要求提交原始载体（如手机）或由公证机构出具公证书。 3. **关联性**：聊天内容需与案件事实直接相关，例如合同履行、侵权行为等。 4. **合法性**：不得通过非法手段获取（如侵入他人账户），否则可能被排除。 ### 相关法条补充： - **法条第八十二条**虽未直接涉及证据规则，但提示电子数据需符合法定程序（如传唤调查时的证据收集）。 - **法条第一千一百九十六条**涉及网络侵权声明，间接说明电子数据在侵权案件中的重要性。 ### 结论： 微信聊天记录可作为证据使用，但需确保其真实性、完整性和合法性。建议通过公证或第三方平台导出固定证据，并结合其他证据形成证据链。若涉及复杂案件，建议咨询专业律师。,一致性: 是  差异说明: 无差异
邻居噪音扰民怎么办？,可向居委会、物业或公安部门反映，要求制止噪音行为；情节严重的，可依法提起民事诉讼。,"根据《噪声污染防治法》相关规定，针对邻居噪音扰民问题，建议采取以下法律途径： **一、自行协商与基层调解（法条依据：第七十条、第六十五条）** 1. **直接沟通**：首先与邻居协商，要求其控制音量或采取隔音措施（如安装隔音设备、调整活动时间），依据第六十五条""家庭成员应互谅互让解决噪声纠纷""。 2. **物业/业委会介入**：若自行协商无果，可联系小区物业或业主委员会进行劝阻调解，依据第七十条规定，基层自治组织有劝阻调解的法定义务。 **二、行政投诉途径（法条依据：第七十条、第八条）** 1. **向生态环境部门投诉**：根据第八条，生态环境部门对噪声污染负有统一监管职责，可拨打12369环保举报热线。 2. **向公安机关报案**：若噪音属于社会生活噪声扰民（如夜间施工、高音喇叭等），可依据第七十条向公安机关投诉，公安机关需依法处理。 3. **向住建部门反映**：若噪音涉及建筑施工，可向住建部门投诉（第八条明确住建部门对建筑施工噪声的监管职责）。 **三、法律救济途径** 若上述措施无效，可依据《民法典》第294条（相邻权纠纷）向法院提起民事诉讼，要求停止侵害、赔偿损失。 **特别提示**： 1. 需留存噪音证据（如录音、录像、证人证言等），证明噪音污染事实。 2. 若噪音属于法定""超标""（分贝超过国家规定标准），可要求专业机构进行检测。 3. 法条未明确具体处罚标准，实际处理需结合地方性法规及执法裁量基准。 建议优先通过协商和行政投诉解决，避免矛盾激化。若需进一步法律帮助，建议咨询专业律师或生态环境部门获取个性化指导。",一致性: 是  差异说明: 无差异
员工主动辞职有经济补偿吗？,一般情况下主动辞职无经济补偿，但若用人单位存在过错（如拖欠工资、未缴社保），可主张经济补偿。,根据您提供的法条内容，关于员工主动辞职是否享有经济补偿的问题，可以结合以下分析： 1. **非全日制用工情形**（法条第七十一条）： 若员工属于非全日制用工关系，根据该法条规定，双方均可随时通知终止用工，且用人单位无需支付经济补偿。因此，在非全日制用工模式下，员工主动辞职无权要求经济补偿。 2. **普通劳动关系情形**： 您提供的法条中未直接涉及普通劳动关系下员工主动辞职的经济补偿问题。根据《劳动合同法》第三十七条，员工提前通知解除劳动合同（即主动辞职）时，用人单位原则上无需支付经济补偿。但若存在以下特殊情形，可能例外： - 用人单位存在过错（如未缴纳社保、拖欠工资等），导致员工被迫辞职（需符合“被迫辞职”的法定条件）； - 双方另有书面约定（如协商一致解除劳动合同时约定补偿）。 由于您提供的法条未涵盖上述内容，建议结合《劳动合同法》第三十六条至第三十九条进一步分析。 3. **公务员辞退情形**（法条第九十条）： 若员工为公务员，根据该法条规定，被辞退的公务员可领取辞退费或享受失业保险，但主动辞职的公务员是否享有经济补偿未明确提及，需结合具体政策判断。 **结论**： - **非全日制用工**：员工主动辞职无经济补偿（法条第七十一条）。 - **普通劳动关系**：员工主动辞职一般无经济补偿，但需结合《劳动合同法》其他条款及具体情况判断（现有法条未完全覆盖）。 - **公务员**：主动辞职的经济补偿问题需另行依据公务员管理规定确定（法条未明确）。 建议根据员工的具体用工性质（全日制/非全日制、公务员/普通员工）进一步核实，并参考《劳动合同法》或咨询专业律师以获得精准法律意见。,一致性: 是  差异说明: 无差异
公司虚假宣传怎么办？,可向市场监管部门举报，也可依据《消费者权益保护法》要求赔偿。,根据您提供的法条内容，针对公司虚假宣传问题，法律建议如下： ### 一、法律认定依据 1. **虚假宣传的认定标准**（《广告法》第二十八条）： - 宣传内容与商品/服务实际情况不符，且对购买行为有实质性影响； - 使用虚构科研成果、统计资料等无法验证的信息； - 虚构使用效果或夸大宣传。 2. **证券领域特殊规定**（《证券法》第二十九条）： - 证券公司承销证券时，若存在虚假记载、误导性陈述或重大遗漏，需立即停止销售并采取纠正措施； - 禁止虚假或误导性宣传，否则需承担赔偿责任。 3. **反不正当竞争法规定**（《反不正当竞争法》第八条）： - 通过虚假宣传或组织虚假交易帮助他人宣传的行为，构成违法。 --- ### 二、应对措施建议 1. **立即停止违法行为**： - 若确认宣传内容存在虚假或误导性信息，应立即停止相关广告发布及宣传行为（《广告法》第二十八条、《证券法》第二十九条）。 2. **采取纠正措施**： - 公开澄清事实，消除影响（如通过媒体、官网发布声明）； - 若涉及证券承销，需按《证券法》要求停止销售并纠正。 3. **评估法律责任**： - **行政处罚风险**：可能面临20万-200万元罚款，情节严重可吊销营业执照（《反不正当竞争法》第八条）； - **民事赔偿责任**：若造成投资者或消费者损失，需依法赔偿（《证券法》第二十九条）。 4. **证据固定与法律咨询**： - 保留宣传材料、合同、交易记录等证据； - 建议聘请律师评估具体行为是否符合法条列举情形，并制定应对方案。 --- ### 三、法律依据补充说明 - 若涉及消费者权益保护（如虚假宣传导致消费者损失），可进一步援引《消费者权益保护法》第五十五条（未在提供的法条中，但属相关法律）； - 若涉及刑事责任（如情节特别严重），可能触犯《刑法》第二百二十二条（虚假广告罪），需结合具体案情判断。 --- ### 四、结论 建议立即停止虚假宣传行为，评估法律风险，并通过法律途径妥善处理已造成的损害后果。若需进一步维权或应对调查，建议委托专业律师介入。,一致性: 否 差异说明: 标准答案简单明了，建议向市场监管部门举报或依据《消费者权益保护法》要求赔偿。而模型输出则详细列举了虚假宣传的认定标准、应对措施及法律责任等多方面内容，并提供了更广泛的法律条文支持和专业建议，超出了问题所求范围。
车辆被剐蹭找不到肇事者怎么办？,可报警备案，查看周边监控寻找线索；如有车损险，也可走保险理赔程序。,"根据您描述的情况（车辆被剐蹭且无法找到肇事者），结合相关法条及交通事故处理规则，建议如下： ### 一、法律分析及应对措施 1. **立即报警并固定证据** 根据《道路交通安全法》第七十一条，交通事故发生后，您应立即报警（拨打122），并向交警部门提供现场照片、行车记录仪录像（如有）等证据。即使无法找到肇事者，交警仍需出具《交通事故证明》，明确事故性质及责任归属。 2. **联系保险公司处理损失** - 若肇事车辆投保交强险，根据《民法典》第一千二百一十五条，保险公司可在交强险责任限额内垫付抢救费用（如人员受伤），但财产损失（车辆剐蹭）需通过民事诉讼追偿。 - 若肇事者未投保或无法查明，您可依据保险合同向自身投保的保险公司申请""车损险""理赔（需确认保单是否包含该险种）。 3. **肇事者逃逸的法律后果** - 若肇事者存在逃逸行为，根据《道路交通安全法》第七十一条，目击者可举报并获得奖励，但您作为受害者无法直接追责。交警需通过技术手段（如监控、车辆特征）调查，若最终无法查获肇事者，您可能需自行承担损失。 4. **特殊情形下的责任承担** - 若肇事车辆系盗窃、抢劫或抢夺所得（如法条第一千二百一十五条），即使无法找到直接肇事者，车辆所有人仍需承担连带责任。但需证明车辆系非法取得，实践中举证难度较大。 ### 二、操作建议 1. **保留所有证据**：包括现场照片、目击者联系方式、车辆受损部位细节等。 2. **申请交警证明**：要求交警出具《交通事故证明》，明确事故责任及无法查明肇事者的原因。 3. **保险索赔**：向自身保险公司申请理赔，并保留向肇事者追偿的权利（需保留诉讼时效）。 4. **民事诉讼准备**：若未来发现肇事者，可凭交警证明及证据提起诉讼，要求其承担维修费用。 ### 三、法律限制 根据现有法条，若无法查明肇事者身份且无证据指向特定责任方，您可能需自行承担损失。建议通过保险理赔或寻求公安机关技术支持（如调取周边监控）进一步调查。",一致性: 是  差异说明: 无差异
房东提前收房怎么办？,房东单方面违约，承租人可要求继续履行合同或赔偿损失，必要时可向法院起诉维权。,根据您提供的法条内容及问题情境，关于“房东提前收房”的法律应对建议如下： ### 法律分析及建议： 1. **合同效力优先原则** 根据《民法典》第七百零八条（虽未在您提供的法条中，但属租赁合同核心条款），租赁合同成立后，房东（出租人）需按约定履行交付义务并保障租赁期限内房屋的正常使用。若房东未与承租人协商一致或无法定/约定解除事由，提前收房构成违约。 2. **应对措施** - **核查合同条款**：首先确认租赁合同中是否有关于提前解约的条款（如提前通知期、违约金标准等）。若合同明确约定房东不得提前收房，或需支付违约金，则可据此主张权利。 - **主张继续履行或赔偿**： - 若房东无正当理由提前收房，承租人可要求其继续履行合同（即返还房屋并赔偿损失）。 - 若房屋已被收回且无法返还，可要求房东赔偿剩余租期内的租金差价、搬家费、装修损失等实际损失。 - **协商解决**：尝试与房东协商，要求其支付违约金或补偿后解除合同。 - **法律途径**：若协商无果，可向法院起诉，要求房东承担违约责任（需保留合同、支付凭证、沟通记录等证据）。 3. **特别情形** - 若房东因房屋出售或抵押需提前收房，需符合《民法典》第七百二十六条规定的“合理期限通知”义务，且承租人享有优先购买权。但此情形下房东仍需保障承租人权益，不得直接强行收房。 - 若房东以房屋维修为由收房，需符合《民法典》第七百一十三条的“合理维修”标准，且不得影响承租人正常使用，否则承租人可要求减少租金或赔偿。 ### 法条依据补充说明： 您提供的法条虽未直接涉及“提前收房”问题，但核心法律逻辑可延伸适用： - **《民法典》第七百零八条**（租赁合同履行义务）：出租人需按约定交付房屋并保障租赁期限。 - **《民法典》第五百七十七条**（违约责任）：当事人一方不履行合同义务的，应承担继续履行、赔偿损失等责任。 ### 结论： 房东提前收房原则上构成违约，承租人可通过协商或诉讼主张权利。建议尽快固定证据（如合同、沟通记录、房屋现状照片等），必要时咨询专业律师。若房东暴力收房，可报警处理。,一致性: 是  差异说明: 无差异
被电信诈骗如何追回损失？,应第一时间报警并联系银行冻结账户，配合警方调查资金流向，争取追回被骗资金。,"根据您提供的法条内容及问题，结合法律实务经验，针对电信诈骗损失追回问题，法律建议如下： ### 一、法律依据分析 1. **电信诈骗的定性依据** 根据《刑法》第二条，电信网络诈骗属于""以非法占有为目的，利用电信网络技术手段，通过远程、非接触方式诈骗财物""的行为，明确纳入刑事犯罪范畴。 2. **追赃挽损的程序依据** 虽然您提供的法条中未直接规定追赃程序，但根据《刑法》第六十四条及《刑事诉讼法》相关规定，犯罪分子违法所得应予追缴或责令退赔。公安机关在侦查阶段有义务追查赃款去向。 ### 二、具体追损措施建议 1. **立即报警并固定证据** - 立即拨打110或前往派出所报案，提供以下关键证据： - 转账记录（含时间、金额、对方账户信息） - 诈骗通讯记录（短信、电话录音、聊天记录） - 诈骗页面截图（含网址、页面内容） - 根据《刑事诉讼法》第一百零八条，公安机关应出具《受案回执》。 2. **申请紧急止付** - 若涉案账户为银行账户，可联系开户行或通过110申请启动""涉案账户资金紧急止付""程序（依据《电信网络新型违法犯罪案件冻结资金返还若干规定》）。 3. **民事救济途径** - 若刑事追赃不足，可依据《民法典》第一百五十七条（民事法律行为无效）向法院提起民事诉讼，要求诈骗方返还财产。需注意诉讼时效为三年。 4. **保险索赔（如有投保）** - 若投保过账户安全险、人身安全险等，可依据《保险法》第二百五十二条（索赔权转移条款）向保险公司申请理赔，需提供报案回执及损失证明。 ### 三、特别提示 1. **注意证据保存** 电子证据需通过公证处公证或使用""微信存证""等工具固定，避免自行删除导致证据灭失。 2. **防范二次诈骗** 注意防范""公检法""类二次诈骗，正规办案机关不会要求转账汇款。 3. **关注司法动态** 可通过""中国裁判文书网""查询类似案件判决，了解追赃比例及法院裁判思路。 ### 四、法条局限性说明 需补充说明：您提供的法条未包含《刑法》第二百六十六条（诈骗罪）及《最高人民法院关于办理电信网络诈骗等刑事案件适用法律若干问题的意见》，建议补充参考以下规定： - 诈骗金额达3000元即构成刑事立案标准（《关于办理诈骗刑事案件具体应用法律若干问题的解释》第一条） - 跨区域作案由最初受理的公安机关立案（《公安机关办理刑事案件程序规定》第十五条） 建议尽快委托专业刑事律师介入，协助完善证据链并推动案件侦办。若需进一步法律文书模板或程序指导，可提供案件具体细节后协助制定方案。",一致性: 否 差异说明: 标准答案仅提供了最直接的应对措施，即报警和联系银行冻结账户。而模型输出则详细分析了电信诈骗的法律依据，并提出了包括立即报警、固定证据、申请紧急止付、民事救济途径以及保险索赔在内的多项具体追损措施，且给出了详细的执行步骤及注意事项。
商品房质量问题如何维权？,可向开发商提出维修、退换要求，也可向住建部门投诉或通过诉讼方式索赔。,根据您提供的法条内容，结合商品房质量问题维权的法律依据，建议如下： ### 一、法律依据分析 1. **《民法典》第六百一十七条** 买受人（购房者）可主张权利的情形包括： - 要求出卖人（开发商）承担修理、重作、更换、退货、减少价款或赔偿损失等责任； - 若质量问题导致合同目的无法实现，可主张解除合同并赔偿损失。 2. **《消费者权益保护法》第二十三条** - 商品房作为耐用商品，消费者自交付之日起6个月内发现质量问题，由经营者（开发商）承担举证责任； - 开发商通过广告、宣传材料承诺的质量标准，若实际不符，需承担违约责任。 3. **《乡镇企业法》第三十三条**（虽针对乡镇企业，但可类比适用） 开发商不得销售存在安全隐患或不符合国家标准的商品房。 --- ### 二、维权步骤建议 1. **确认质量问题性质** - 若质量问题影响居住安全（如结构安全、严重漏水等），可依据《民法典》第六百一十七条主张重大瑕疵责任； - 若为一般瑕疵（如墙面开裂、门窗变形），可依据《消费者权益保护法》第二十三条主张修复或赔偿。 2. **固定证据** - 立即拍照、录像记录问题现状； - 要求开发商出具书面确认函或签署《质量问题整改通知书》； - 委托第三方检测机构出具质量鉴定报告（必要时）。 3. **协商解决** - 书面通知开发商限期整改（一般为7-15日）； - 若开发商拒绝或拖延，可依据合同约定主张违约金或赔偿。 4. **行政投诉** - 向当地住建部门投诉（依据《商品房销售管理办法》），要求介入调查； - 若涉及虚假宣传，可向市场监管部门举报。 5. **司法途径** - 起诉开发商，主张修复、赔偿或解除合同； - 若质量问题导致人身财产损害，可主张侵权赔偿。 --- ### 三、注意事项 1. **时效限制** - 商品房质量问题争议需在交付后6个月内提出（《消费者权益保护法》第二十三条）； - 诉讼时效一般为3年，自知道或应当知道权利受侵害之日起计算。 2. **合同条款优先** - 若购房合同中对质量标准、违约责任有特别约定，优先适用合同条款。 3. **法条局限性说明** - 您提供的法条未涵盖《建筑法》《建设工程质量管理条例》等更直接规范商品房质量的法规，建议补充参考： - 若质量问题涉及施工缺陷，可主张施工单位连带责任（《建筑法》第六十条）； - 若开发商隐瞒重大瑕疵，可主张撤销合同（《民法典》第一百四十八条）。 --- ### 结论 商品房质量问题维权需结合合同约定、质量问题性质及证据链完整性综合处理。建议优先协商解决，协商不成时通过行政投诉或诉讼途径主张权利。若需进一步法律支持，建议咨询专业律师。,一致性: 是 差异说明: 无差异
老人赡养问题如何解决？,子女有法定赡养义务，若拒绝赡养，老人可向村委会、居委会调解，也可依法提起诉讼。,"根据您提供的法条内容，关于老人赡养问题的解决可参考以下法律建议： ### 一、赡养义务的核心内容（依据第十四条） 1. **经济供养**：赡养人需承担老年人基本生活费用（如衣食住行），经济困难时需提供医疗费用（第十五条）。 2. **生活照料**： - 对生活不能自理的老年人，赡养人需亲自照料或按其意愿委托他人/养老机构照料（第十五条）。 - 赡养人配偶有协助义务。 3. **精神慰藉**（第十八条）： - 家庭成员不得忽视老年人精神需求。 - 分开居住的子女需定期探望或问候，用人单位应保障探亲假权利。 ### 二、解决路径建议 1. **协商解决**： - 由家庭成员共同协商赡养方案，明确经济分担、照料分工及探望频率。 - 可参考《老年人权益保障法》第十四条关于""特殊需要""的条款，针对老人个性化需求调整方案。 2. **调解途径**： - 若协商不成，可向社区/村委会调解委员会申请调解。 - 调解时可引用第十五条关于医疗费用承担及照料责任的规定。 3. **法律救济**： - 老年人可依据《老年人权益保障法》第十四条、第十五条向法院起诉，要求赡养人履行义务。 - 法院可依据第十八条判决子女履行探望义务，并支持医疗费用主张。 ### 三、特殊情形处理 1. **患病老人**：赡养人需确保及时治疗（第十五条），经济困难时需承担医疗费用。 2. **委托照料**：赡养人无法亲自照料时，可按老人意愿委托第三方（需保留书面委托证据）。 3. **用人单位责任**：要求用人单位保障探亲假时可援引第十八条第三款。 ### 四、需进一步法律咨询的情形 1. 赡养费具体计算标准（法条未明确金额） 2. 财产分割争议（需结合继承法/民法典） 3. 赡养协议履行监督（可申请法院强制执行） 建议优先通过家庭协商解决，协商不成时可联系法律援助机构获取针对性帮助。如涉及财产分割或重大权益争议，建议委托专业律师介入。",一致性: 否 差异说明: 模型输出提供了更为详细和全面的法律建议，而标准答案较为简洁直接。模型回答中包括了经济供养、生活照料、精神慰藉的具体内容，并提出了协商解决、调解途径以及法律救济等多方面的解决方案，还涉及特殊情形处理及需进一步咨询的情形。相比之下，标准答案仅概述了解决赡养问题的基本路径和方法。
